"Time","tcss600threads-854bc8697c-jd8d4","tcss600posts-684d4857dc-tdkfz","tcss600users-5cc6c5d95d-svbrh","tcss600threads-854bc8697c-8nm64","tcss600users-5cc6c5d95d-s9nk5","tcss600posts-684d4857dc-nzgfb","tcss600posts-684d4857dc-kpd66","tcss600users-5cc6c5d95d-nk8rl","tcss600threads-854bc8697c-wnx4s","tcss600posts-684d4857dc-tdkfz","tcss600posts-684d4857dc-nzgfb","tcss600posts-684d4857dc-kpd66","tcss600threads-854bc8697c-jd8d4","tcss600threads-854bc8697c-8nm64","tcss600threads-854bc8697c-wnx4s","tcss600users-5cc6c5d95d-svbrh","tcss600users-5cc6c5d95d-s9nk5","tcss600users-5cc6c5d95d-nk8rl"
2020-06-03 20:46:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:46:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:47:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:47:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:47:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:48:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:48:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:48:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:49:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:49:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:49:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:50:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:50:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:50:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:51:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:51:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:51:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:52:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:52:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:52:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:53:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:53:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:53:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:54:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:54:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:54:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:55:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:55:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:55:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:56:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:56:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:56:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:57:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:57:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:57:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:58:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:58:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:58:40,,,,,,,,,,,,,,,,,,
2020-06-03 20:59:00,,,,,,,,,,,,,,,,,,
2020-06-03 20:59:20,,,,,,,,,,,,,,,,,,
2020-06-03 20:59:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:00:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:00:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:00:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:01:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:01:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:01:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:02:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:02:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:02:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:03:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:03:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:03:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:04:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:04:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:04:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:05:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:05:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:05:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:06:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:06:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:06:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:07:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:07:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:07:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:08:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:08:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:08:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:09:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:09:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:09:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:10:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:10:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:10:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:11:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:11:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:11:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:12:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:12:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:12:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:13:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:13:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:13:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:14:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:14:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:14:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:15:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:15:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:15:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:16:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:16:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:16:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:17:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:17:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:17:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:18:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:18:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:18:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:19:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:19:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:19:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:20:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:20:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:20:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:21:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:21:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:21:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:22:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:22:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:22:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:23:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:23:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:23:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:24:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:24:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:24:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:25:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:25:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:25:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:26:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:26:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:26:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:27:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:27:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:27:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:28:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:28:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:28:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:29:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:29:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:29:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:30:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:30:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:30:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:31:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:31:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:31:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:32:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:32:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:32:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:33:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:33:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:33:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:34:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:34:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:34:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:35:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:35:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:35:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:36:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:36:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:36:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:37:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:37:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:37:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:38:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:38:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:38:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:39:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:39:20,,,,,,,,,,,,,,,,,,
2020-06-03 21:39:40,,,,,,,,,,,,,,,,,,
2020-06-03 21:40:00,,,,,,,,,,,,,,,,,,
2020-06-03 21:40:20,,,0.000009441646250782082,,,,,,,,,,,,,0.000009441646250782082,,
2020-06-03 21:40:40,,,0.000011524504000470663,,,,,,,,,,,,,0.000011524504000470663,,
2020-06-03 21:41:00,,,0.000013607361750159245,,0.00000508667803081534,,,0.00000818800831243895,,,,,,,,0.000013607361750159245,0.00000508667803081534,0.00000818800831243895
2020-06-03 21:41:20,,,0.00001569021949984783,,0.000006124182728297462,,,0.000009861994055042224,,,,,,,,0.00001569021949984783,0.000006124182728297462,0.000009861994055042224
2020-06-03 21:41:40,,,0.000012331861611690685,,0.000007161687425779581,,,0.000008459396582361595,,,,,,,,0.000012331861611690685,0.000007161687425779581,0.000008459396582361595
2020-06-03 21:42:00,,,0.000013760926064784141,,0.000006257813333333158,,,0.000009750488645220835,,,,,,,,0.000013760926064784141,0.000006257813333333158,0.000009750488645220835
2020-06-03 21:42:20,,,0.000015189990517877599,,0.000013711105793722932,,,0.000011041580708080075,,,,,,,,0.000015189990517877599,0.000013711105793722932,0.000011041580708080075
2020-06-03 21:42:40,,,0.000014871103202946867,,0.00001523200814449481,,,0.000009715145000000064,,,,,,,,0.000014871103202946867,0.00001523200814449481,0.000009715145000000064
2020-06-03 21:43:00,,,0.000016150009680247766,,0.000016752910495266687,,,0.000009715145000000064,,,,,,,,0.000016150009680247766,0.000016752910495266687,0.000009715145000000064
2020-06-03 21:43:20,,,0.000018288042289145078,,0.00003751336866611259,,,0.00001667003994949477,,,,,,,,0.000018288042289145078,0.00003751336866611259,0.00001667003994949477
2020-06-03 21:43:40,,,0.000018288042289145078,,0.000040649175413171384,,,0.00001807437185369896,,,,,,,,0.000018288042289145078,0.000040649175413171384,0.00001807437185369896
2020-06-03 21:44:00,,,0.000018288042289145078,,0.00003912619746616779,,,0.00003558187583015561,,,,,,,,0.000018288042289145078,0.00003912619746616779,0.00003558187583015561
2020-06-03 21:44:20,,,0.000011807562087046567,,0.00003912619746616779,,,0.00003558187583015561,,,,,,,,0.000011807562087046567,0.00003912619746616779,0.00003558187583015561
2020-06-03 21:44:40,,,0.000014722226714100917,,0.00003912619746616779,,,0.00003558187583015561,,,,,,,,0.000014722226714100917,0.00003912619746616779,0.00003558187583015561
2020-06-03 21:45:00,,,0.000014722226714100917,,0.00004337528403530119,,,0.000039758423883218,,,,,,,,0.000014722226714100917,0.00004337528403530119,0.000039758423883218
2020-06-03 21:45:20,,,0.000013300818233185708,,0.00004337528403530119,,,0.000039758423883218,,,,,,,,0.000013300818233185708,0.00004337528403530119,0.000039758423883218
2020-06-03 21:45:40,,,0.000013300818233185708,,0.00004337528403530119,,,0.000039758423883218,,,,,,,,0.000013300818233185708,0.00004337528403530119,0.000039758423883218
2020-06-03 21:46:00,,,0.000013300818233185708,,0.00004981414766373842,,,0.00003631884988126565,,,,,,,,0.000013300818233185708,0.00004981414766373842,0.00003631884988126565
2020-06-03 21:46:20,,,0.000029815574581976363,,0.00004981414766373842,,,0.00003631884988126565,,,,,,,,0.000029815574581976363,0.00004981414766373842,0.00003631884988126565
2020-06-03 21:46:40,,,0.000033862747981969625,,0.00004981414766373842,,,0.00003534966655521184,,,,,,,,0.000033862747981969625,0.00004981414766373842,0.00003534966655521184
2020-06-03 21:47:00,,,0.000033862747981969625,,0.0000432189413161132,,,0.000035957856594690756,,,,,,,,0.000033862747981969625,0.0000432189413161132,0.000035957856594690756
2020-06-03 21:47:20,,,0.00008019754568723505,,0.00003242573938070679,,,0.000035957856594690756,,,,,,,,0.00008019754568723505,0.00003242573938070679,0.000035957856594690756
2020-06-03 21:47:40,,,0.00009159350883141201,,0.00003242573938070679,,,0.000035957856594690756,,,,,,,,0.00009159350883141201,0.00003242573938070679,0.000035957856594690756
2020-06-03 21:48:00,,,0.00009159350883141201,,0.00003076992038991581,,,0.000037791535533985895,,,,,,,,0.00009159350883141201,0.00003076992038991581,0.000037791535533985895
2020-06-03 21:48:20,,,0.00009997339789523676,,0.000035117816103870087,,,0.000027223392248211,,,,,,,,0.00009997339789523676,0.000035117816103870087,0.000027223392248211
2020-06-03 21:48:40,,,0.00009997339789523676,,0.000032658809322714055,,,0.000027223392248211,,,,,,,,0.00009997339789523676,0.000032658809322714055,0.000027223392248211
2020-06-03 21:49:00,,,0.00009997339789523676,,0.000032961465359336256,,,0.000022383473056515532,,,,,,,,0.00009997339789523676,0.000032961465359336256,0.000022383473056515532
2020-06-03 21:49:20,,,0.00009338841798239011,,0.000032961465359336256,,,0.000021363178765072432,,,,,,,,0.00009338841798239011,0.000032961465359336256,0.000021363178765072432
2020-06-03 21:49:40,,,0.00011162555922167918,,0.000032961465359336256,,,0.000021363178765072432,,,,,,,,0.00011162555922167918,0.000032961465359336256,0.000021363178765072432
2020-06-03 21:50:00,,,0.00011162555922167918,,0.000020036432616750646,,,0.0000259387736097111,,,,,,,,0.00011162555922167918,0.000020036432616750646,0.0000259387736097111
2020-06-03 21:50:20,,,0.00009625315806952878,,0.000020036432616750646,,,0.000024256031425700325,,,,,,,,0.00009625315806952878,0.000020036432616750646,0.000024256031425700325
2020-06-03 21:50:40,,,0.00009625315806952878,,0.000020036432616750646,,,0.000024256031425700325,,,,,,,,0.00009625315806952878,0.000020036432616750646,0.000024256031425700325
2020-06-03 21:51:00,,,0.00009625315806952878,,0.00005411447355867212,,,0.000027570202127659572,,,,,,,,0.00009625315806952878,0.00005411447355867212,0.000027570202127659572
2020-06-03 21:51:20,,,0.00003534768900939529,,0.00005411447355867212,,,0.00002341493000302136,,,,,,,,0.00003534768900939529,0.00005411447355867212,0.00002341493000302136
2020-06-03 21:51:40,,,0.00003534768900939529,,0.00005411447355867212,,,0.00002341493000302136,,,,,,,,0.00003534768900939529,0.00005411447355867212,0.00002341493000302136
2020-06-03 21:52:00,,,0.00003534768900939529,,0.000047169106354389713,,,0.000016926002190580427,,,,,,,,0.00003534768900939529,0.000047169106354389713,0.000016926002190580427
2020-06-03 21:52:20,,,0.00003914042140099281,,0.000054163184747037624,,,0.000016926002190580427,,,,,,,,0.00003914042140099281,0.000054163184747037624,0.000016926002190580427
2020-06-03 21:52:40,,,0.00003914042140099281,,0.000054163184747037624,,,0.000016926002190580427,,,,,,,,0.00003914042140099281,0.000054163184747037624,0.000016926002190580427
2020-06-03 21:53:00,,,0.00003914042140099281,,0.000052902751408012644,,,0.000011872893333333413,,,,,,,,0.00003914042140099281,0.000052902751408012644,0.000011872893333333413
2020-06-03 21:53:20,,,0.000025756436234328383,,0.000052902751408012644,,,0.000015803950553717076,,,,,,,,0.000025756436234328383,0.000052902751408012644,0.000015803950553717076
2020-06-03 21:53:40,,,0.00006990791331499165,,0.00006191473220155037,,,0.000015803950553717076,,,,,,,,0.00006990791331499165,0.00006191473220155037,0.000015803950553717076
2020-06-03 21:54:00,,,0.00006990791331499165,,0.00005761312329750265,,,0.00001535035036090865,,,,,,,,0.00006990791331499165,0.00005761312329750265,0.00001535035036090865
2020-06-03 21:54:20,,,0.00006829432387025984,,0.00005761312329750265,,,0.000014414046367250098,,,,,,,,0.00006829432387025984,0.00005761312329750265,0.000014414046367250098
2020-06-03 21:54:40,,,0.00006829432387025984,,0.00005761312329750265,,,0.000014414046367250098,,,,,,,,0.00006829432387025984,0.00005761312329750265,0.000014414046367250098
2020-06-03 21:55:00,,,0.00006829432387025984,,0.000029909031117688248,,,0.000012227381480664384,,,,,,,,0.00006829432387025984,0.000029909031117688248,0.000012227381480664384
2020-06-03 21:55:20,,,0.00006682842215426873,,0.000029909031117688248,,,0.000051738597986955056,,,,,,,,0.00006682842215426873,0.000029909031117688248,0.000051738597986955056
2020-06-03 21:55:40,,,0.00006682842215426873,,0.000029909031117688248,,,0.000051738597986955056,,,,,,,,0.00006682842215426873,0.000029909031117688248,0.000051738597986955056
2020-06-03 21:56:00,,,0.00006682842215426873,,0.000024429278552543573,,,0.000046143862212661235,,,,,,,,0.00006682842215426873,0.000024429278552543573,0.000046143862212661235
2020-06-03 21:56:20,,,0.00006232035228734338,,0.000024429278552543573,,,0.00005074135204428009,,,,,,,,0.00006232035228734338,0.000024429278552543573,0.00005074135204428009
2020-06-03 21:56:40,,,0.00006232035228734338,,0.000024429278552543573,,,0.00005074135204428009,,,,,,,,0.00006232035228734338,0.000024429278552543573,0.00005074135204428009
2020-06-03 21:57:00,,,0.00006232035228734338,,0.000024429278552543573,,,0.00004622962657880909,,,,,,,,0.00006232035228734338,0.000024429278552543573,0.00004622962657880909
2020-06-03 21:57:20,,,0.000015080244444444346,,0.00002497364073295289,,,0.000052182423511600805,,,,,,,,0.000015080244444444346,0.00002497364073295289,0.000052182423511600805
2020-06-03 21:57:40,,,0.000021432878730179978,,0.00002497364073295289,,,0.00005218242351160082,,,,,,,,0.000021432878730179978,0.00002497364073295289,0.00005218242351160082
2020-06-03 21:58:00,,,0.000021432878730179978,,0.00002291112435728673,,,0.00004726559081240294,,,,,,,,0.000021432878730179978,0.00002291112435728673,0.00004726559081240294
2020-06-03 21:58:20,,,0.000021432878730179978,,0.00002291112435728673,,,0.00005321758842405471,,,,,,,,0.000021432878730179978,0.00002291112435728673,0.00005321758842405471
2020-06-03 21:58:40,,,0.000020618398718975237,,0.00002291112435728673,,,0.00005321758842405471,,,,,,,,0.000020618398718975237,0.00002291112435728673,0.00005321758842405471
2020-06-03 21:59:00,,,0.000020618398718975237,,0.000010849745092320835,,,0.00002062625049876912,,,,,,,,0.000020618398718975237,0.000010849745092320835,0.00002062625049876912
2020-06-03 21:59:20,,,0.00002198887042907766,,0.000012396536711592961,,,0.00002324827853273553,,,,,,,,0.00002198887042907766,0.000012396536711592961,0.00002324827853273553
2020-06-03 21:59:40,,,0.00002198887042907766,,0.000012396536711592961,,,0.00002324827853273553,,,,,,,,0.00002198887042907766,0.000012396536711592961,0.00002324827853273553
2020-06-03 22:00:00,,,0.00002198887042907766,,0.000027767173093307943,,,0.000027326517923246536,,,,,,,,0.00002198887042907766,0.000027767173093307943,0.000027326517923246536
2020-06-03 22:00:20,,,0.000019841362723774484,,0.000027767173093307943,,,0.000028821953242768205,,,,,,,,0.000019841362723774484,0.000027767173093307943,0.000028821953242768205
2020-06-03 22:00:40,,,0.000019841362723774484,,0.000027767173093307943,,,0.000028821953242768205,,,,,,,,0.000019841362723774484,0.000027767173093307943,0.000028821953242768205
2020-06-03 22:01:00,,,0.000019841362723774484,,0.000028450260167054635,,,0.000030047121812283417,,,,,,,,0.000019841362723774484,0.000028450260167054635,0.000030047121812283417
2020-06-03 22:01:20,,,0.000021914552633616176,,0.000028450260167054645,,,0.000026803548725446626,,,,,,,,0.000021914552633616176,0.000028450260167054645,0.000026803548725446626
2020-06-03 22:01:40,,,0.000021914552633616176,,0.000028450260167054645,,,0.000026803548725446626,,,,,,,,0.000021914552633616176,0.000028450260167054645,0.000026803548725446626
2020-06-03 22:02:00,,,0.000021914552633616176,,0.000028450260167054645,,,0.000022845315156133557,,,,,,,,0.000021914552633616176,0.000028450260167054645,0.000022845315156133557
2020-06-03 22:02:20,,,0.00002379405062202595,,0.000029370406399042154,,,0.000022845315156133557,,,,,,,,0.00002379405062202595,0.000029370406399042154,0.000022845315156133557
2020-06-03 22:02:40,,,0.000026752648182120256,,0.000029370406399042154,,,0.000022845315156133557,,,,,,,,0.000026752648182120256,0.000029370406399042154,0.000022845315156133557
2020-06-03 22:03:00,,,0.000026752648182120256,,0.000032966783609256255,,,0.000018893648818981743,,,,,,,,0.000026752648182120256,0.000032966783609256255,0.000018893648818981743
2020-06-03 22:03:20,,,0.0000248771302299768,,0.000032966783609256255,,,0.000018893648818981743,,,,,,,,0.0000248771302299768,0.000032966783609256255,0.000018893648818981743
2020-06-03 22:03:40,,,0.000026517188368822138,,0.000032966783609256255,,,0.000018893648818981743,,,,,,,,0.000026517188368822138,0.000032966783609256255,0.000018893648818981743
2020-06-03 22:04:00,,,0.000026517188368822138,,0.00002920115970155835,,,0.000010204034173898402,,,,,,,,0.000026517188368822138,0.00002920115970155835,0.000010204034173898402
2020-06-03 22:04:20,,,0.000025100889105845714,,0.000018655583266358,,,0.00002571861785254654,,,,,,,,0.000025100889105845714,0.000018655583266358,0.00002571861785254654
2020-06-03 22:04:40,,,0.000025100889105845714,,0.000018655583266358,,,0.00002571861785254654,,,,,,,,0.000025100889105845714,0.000018655583266358,0.00002571861785254654
2020-06-03 22:05:00,,,0.000025100889105845714,,0.000020958013651287364,,,0.00003419745556136818,,,,,,,,0.000025100889105845714,0.000020958013651287364,0.00003419745556136818
2020-06-03 22:05:20,,,0.000022963674894041477,,0.000020958013651287364,,,0.00002980379123788096,,,,,,,,0.000022963674894041477,0.000020958013651287364,0.00002980379123788096
2020-06-03 22:05:40,,,0.000022963674894041477,,0.000020958013651287364,,,0.00002980379123788096,,,,,,,,0.000022963674894041477,0.000020958013651287364,0.00002980379123788096
2020-06-03 22:06:00,,,0.000022963674894041477,,0.00001927363395287427,,,0.00002651571093106703,,,,,,,,0.000022963674894041477,0.00001927363395287427,0.00002651571093106703
2020-06-03 22:06:20,,,0.000023829266358438362,,0.00001930317197129293,,,0.00002921034589304201,,,,,,,,0.000023829266358438362,0.00001930317197129293,0.00002921034589304201
2020-06-03 22:06:40,,,0.000023829266358438362,,0.00001930317197129293,,,0.00002921034589304201,,,,,,,,0.000023829266358438362,0.00001930317197129293,0.00002921034589304201
2020-06-03 22:07:00,,,0.000024150365959516506,,0.00003225178327254187,,,0.000033097996429279906,,,,,,,,0.000024150365959516506,0.00003225178327254187,0.000033097996429279906
2020-06-03 22:07:20,,,0.000025770865684111217,,0.000034828579174813854,,,0.000030225541499365373,,,,,,,,0.000025770865684111217,0.000034828579174813854,0.000030225541499365373
2020-06-03 22:07:40,,,0.000025770865684111217,,0.00003482857917481385,,,0.000030225541499365373,,,,,,,,0.000025770865684111217,0.00003482857917481385,0.000030225541499365373
2020-06-03 22:08:00,,,0.000022802856558993533,,0.00012415530659980482,,,0.000017216444787267712,,,,,,,,0.000022802856558993533,0.00012415530659980482,0.000017216444787267712
2020-06-03 22:08:20,,,0.00003198904134253781,,0.00012415530659980482,,,0.000018681345109088055,,,,,,,,0.00003198904134253781,0.00012415530659980482,0.000018681345109088055
2020-06-03 22:08:40,,,0.00003198904134253781,,0.00012415530659980482,,,0.000018681345109088055,,,,,,,,0.00003198904134253781,0.00012415530659980482,0.000018681345109088055
2020-06-03 22:09:00,,,0.00003198904134253781,,0.00015019388186110987,,,0.000018681345109088055,,,,,,,,0.00003198904134253781,0.00015019388186110987,0.000018681345109088055
2020-06-03 22:09:20,,,0.0000704572801345828,,0.00011486898167622624,,,0.00002162480728333205,,,,,,,,0.0000704572801345828,0.00011486898167622624,0.00002162480728333205
2020-06-03 22:09:40,,,0.0000704572801345828,,0.00011486898167622624,,,0.00002162480728333205,,,,,,,,0.0000704572801345828,0.00011486898167622624,0.00002162480728333205
2020-06-03 22:10:00,,,0.0000704572801345828,,0.00012787026586595057,,,0.000019293929533606157,,,,,,,,0.0000704572801345828,0.00012787026586595057,0.000019293929533606157
2020-06-03 22:10:20,,,0.0001191376022079815,,0.00012787026586595057,,,0.000021056374077818146,,,,,,,,0.0001191376022079815,0.00012787026586595057,0.000021056374077818146
2020-06-03 22:10:40,,,0.0001191376022079815,,0.00012787026586595057,,,0.000021056374077818146,,,,,,,,0.0001191376022079815,0.00012787026586595057,0.000021056374077818146
2020-06-03 22:11:00,,,0.0001191376022079815,,0.0001019352316462071,,,0.000020928869950365292,,,,,,,,0.0001191376022079815,0.0001019352316462071,0.000020928869950365292
2020-06-03 22:11:20,,,0.00011144967987775397,,0.00010334513439648496,,,0.000020928869950365292,,,,,,,,0.00011144967987775397,0.00010334513439648496,0.000020928869950365292
2020-06-03 22:11:40,,,0.00011144967987775397,,0.00010334513439648496,,,0.000020928869950365292,,,,,,,,0.00011144967987775397,0.00010334513439648496,0.000020928869950365292
