"Time","tcss600threads-854bc8697c-jd8d4","tcss600posts-684d4857dc-tdkfz","tcss600users-5cc6c5d95d-svbrh","tcss600threads-854bc8697c-8nm64","tcss600users-5cc6c5d95d-s9nk5","tcss600posts-684d4857dc-nzgfb","tcss600posts-684d4857dc-kpd66","tcss600users-5cc6c5d95d-nk8rl","tcss600threads-854bc8697c-wnx4s"
2020-06-03 22:50:40,,,8754.90288354582,,7886.577798207309,,,8071.483033890094,
2020-06-03 22:51:00,,,8754.90288354582,,7868.770547769495,,,8071.483033890094,
2020-06-03 22:51:20,,,7633.592433308299,,7868.770547769495,,,8104.42021051633,
2020-06-03 22:51:40,,,8775.899954759903,,7868.770547769495,,,8104.42021051633,
2020-06-03 22:52:00,,,8775.899954759903,,7850.851387454291,,,8105.855489164943,
2020-06-03 22:52:20,,,8769.773259097876,,7850.851387454291,,,8105.855489164943,
2020-06-03 22:52:40,,,8761.533074790428,,7850.851387454291,,,8105.855489164943,
2020-06-03 22:53:00,,,8761.533074790428,,6605.420608414895,,,8125.475023016056,
2020-06-03 22:53:20,,,8737.355672816857,,7842.431829740621,,,8125.475023016056,
2020-06-03 22:53:40,,,8737.355672816857,,7842.431829740621,,,8125.475023016056,
2020-06-03 22:54:00,,,8737.355672816857,,7831.219285429673,,,8108.734850095684,
2020-06-03 22:54:20,,,8747.36043803551,,7827.439445503032,,,8108.734850095684,
2020-06-03 22:54:40,,,8746.258610335224,,7827.439445503032,,,8108.734850095684,
2020-06-03 22:55:00,,,8746.258610335224,,7822.354595958404,,,8123.69060996441,
2020-06-03 22:55:20,,,8705.97518964142,,7838.637542265646,,,8113.416566434839,
2020-06-03 22:55:40,,,8705.97518964142,,7838.637542265646,,,8113.416566434839,
2020-06-03 22:56:00,,,8705.97518964142,,7850.751548209819,,,8093.959437705018,
2020-06-03 22:56:20,,,8704.771537611312,,7851.657650052087,,,8094.206743324242,
2020-06-03 22:56:40,,,8697.025438948267,,7851.657650052087,,,8094.206743324242,
2020-06-03 22:57:00,,,8697.025438948267,,6909.828557165004,,,8069.57012948174,
2020-06-03 22:57:20,,,8702.441858478152,,7822.639299263948,,,8073.139969547486,
2020-06-03 22:57:40,,,8707.783674715138,,7822.639299263948,,,8073.139969547486,
2020-06-03 22:58:00,,,8707.783674715138,,7829.53409178315,,,8092.356633502711,
2020-06-03 22:58:20,,,7614.340260083478,,7833.103606708017,,,8092.356633502711,
2020-06-03 22:58:40,,,8731.263638004297,,7833.103606708017,,,8092.356633502711,
2020-06-03 22:59:00,,,8731.263638004297,,6734.419439658473,,,6995.671241966607,
2020-06-03 22:59:20,,,8727.138119529833,,7824.380199189459,,,8070.814363212829,
2020-06-03 22:59:40,,,8743.090383432092,,7824.380199189459,,,8070.814363212828,
2020-06-03 23:00:00,,,8743.090383432092,,7835.886524822695,,,8110.296223165326,
2020-06-03 23:00:20,,,8750.474116156389,,7835.886524822695,,,8110.296223165326,
2020-06-03 23:00:40,,,8750.474116156389,,7835.886524822695,,,8110.296223165326,
2020-06-03 23:01:00,,,8750.474116156389,,7836.598531538234,,,7106.0766827652715,
2020-06-03 23:01:20,,,8743.734651726327,,7841.1536988982,,,8077.244085324289,
2020-06-03 23:01:40,,,8743.734651726327,,7841.153698898202,,,8077.244085324289,
2020-06-03 23:02:00,,,8743.734651726327,,7828.971678002233,,,8094.309139703683,
2020-06-03 23:02:20,,,7717.210061141215,,7828.971678002233,,,8096.189684799883,
2020-06-03 23:02:40,,,8742.621169879974,,7828.971678002233,,,8096.189684799883,
2020-06-03 23:03:00,,,8742.621169879974,,6926.1788030620555,,,8087.750601269395,
2020-06-03 23:03:20,,,7626.199374762766,,7847.897592759423,,,8087.750601269395,
2020-06-03 23:03:40,,,8755.187995775928,,7847.897592759423,,,8087.750601269395,
2020-06-03 23:04:00,,,8755.187995775928,,7847.897592759423,,,7056.515221062373,
2020-06-03 23:04:20,,,8762.537877215556,,7843.170885093802,,,8085.301486147934,
2020-06-03 23:04:40,,,8762.537877215556,,7843.170885093802,,,8085.301486147934,
2020-06-03 23:05:00,,,8762.537877215556,,7848.175435126582,,,8129.16193403265,
2020-06-03 23:05:20,,,8769.277533982662,,7848.175435126582,,,8125.683676581805,
2020-06-03 23:05:40,,,8769.277533982662,,7848.175435126582,,,8125.683676581805,
2020-06-03 23:06:00,,,8769.277533982662,,7866.495442413255,,,8125.683676581805,
2020-06-03 23:06:20,,,8746.617956194481,,7866.495442413255,,,8110.7168579834215,
2020-06-03 23:06:40,,,8746.617956194481,,7866.495442413255,,,8110.7168579834215,
2020-06-03 23:07:00,,,8746.617956194481,,6965.083300502164,,,8120.803683204849,
2020-06-03 23:07:20,,,8748.730256652949,,7853.574551079427,,,8120.803683204849,
2020-06-03 23:07:40,,,8748.730256652949,,7853.574551079427,,,8120.803683204849,
2020-06-03 23:08:00,,,8748.730256652949,,7848.356598856589,,,8105.247191827353,
2020-06-03 23:08:20,,,8746.082963500305,,7839.27240134362,,,8105.247191827353,
2020-06-03 23:08:40,,,8741.578993530495,,7839.27240134362,,,8105.247191827353,
2020-06-03 23:09:00,,,8741.578993530495,,7839.27240134362,,,8002.096414723754,
2020-06-03 23:09:20,,,7838.84689051641,,7462.308735767648,,,7973.351711463359,
2020-06-03 23:09:40,,,7838.84689051641,,7462.308735767648,,,7973.351711463359,
2020-06-03 23:10:00,,,7838.84689051641,,7321.932825624132,,,6713.449795571603,
2020-06-03 23:10:20,,,7574.6071302765995,,5698.02351662347,,,6309.717819656707,
2020-06-03 23:10:40,,,5695.500321998206,,5698.02351662347,,,6309.717819656707,
2020-06-03 23:11:00,,,5695.500321998206,,5160.015519626712,,,4762.8854257470775,
2020-06-03 23:11:20,,,3545.3580325347334,,3918.0328503612614,,,4032.687508926996,
2020-06-03 23:11:40,,,3545.3580325347334,,3918.0328503612614,,,4032.687508926996,
2020-06-03 23:12:00,,,3545.3580325347334,,1860.9721720895855,,,1980.997557003257,
2020-06-03 23:12:20,,,1497.9164524157222,,1860.9721720895855,,,1980.997557003257,
2020-06-03 23:12:40,,,1497.9164524157222,,1860.9721720895855,,,1980.997557003257,
2020-06-03 23:13:00,,,1497.9164524157222,,106.73777777777778,,,107.72307653766342,
2020-06-03 23:13:20,,,21.009046822268225,,107.17290439737107,,,107.72307653766342,
2020-06-03 23:13:40,,,22.172930718868017,,107.17290439737107,,,107.72307653766342,
2020-06-03 23:14:00,,,22.172930718868017,,90.52887710086512,,,17.05183383233533,
2020-06-03 23:14:20,,,25.160873728039903,,19.088185576327636,,,17.05183383233533,
2020-06-03 23:14:40,,,19.96423453226119,,19.088185576327636,,,17.05183383233533,
2020-06-03 23:15:00,,,19.96423453226119,,19.07615380232788,,,19.739385725271596,
2020-06-03 23:15:20,,,19.96423453226119,,19.330344658096116,,,19.739385725271596,
2020-06-03 23:15:40,,,18.824106631776928,,19.330344658096116,,,19.7393857252716,
2020-06-03 23:16:00,,,18.824106631776928,,18.7056517297551,,,19.581563153280737,
2020-06-03 23:16:20,,,17.275924636036084,,20.030912413447314,,,19.581563153280737,
2020-06-03 23:16:40,,,17.275924636036084,,20.030912413447314,,,19.581563153280737,
2020-06-03 23:17:00,,,17.275924636036084,,18.042813455657495,,,19.023003926164023,
2020-06-03 23:17:20,,,14.720463732743498,,18.042813455657495,,,20.894981581013347,
2020-06-03 23:17:40,,,14.720463732743498,,18.042813455657495,,,20.894981581013347,
2020-06-03 23:18:00,,,14.720463732743498,,18.042813455657495,,,23.550773881039234,
2020-06-03 23:18:20,,0,15.664088576611078,,18.82059786958423,0,,21.650521193261525,
2020-06-03 23:18:40,,0,18.50388487610684,,18.82059786958423,0,,21.650521193261522,
2020-06-03 23:19:00,,0,18.50388487610684,,18.134627415836732,1.3196876337927124,0,21.20004803951773,
2020-06-03 23:19:20,0,4.641710782399977,16.843446365028107,,18.134627415836732,1.5013564411427778,0,22.7398009969979,
2020-06-03 23:19:40,0,5.13795855926199,15.902192600768366,,18.134627415836732,1.6830252484928432,0,22.7398009969979,
2020-06-03 23:20:00,0,5.634206336124004,15.902192600768366,1.6101346913941488,19.2308495574482,7.517287887181581,2.456806819196338,22.520838007861517,1.8490290146121129
2020-06-03 23:20:20,6.487864563456728,5.0616666666666665,15.902192600768366,1.9018112276888353,19.2308495574482,8.200729587621852,2.7738780763622297,22.520838007861517,2.2736660783955753
2020-06-03 23:20:40,7.337144613856229,6.92328467759169,16.759842012118654,2.193487763983521,19.230849557448195,8.884171288062126,3.090949333528121,22.520838007861517,2.6983031421790376
2020-06-03 23:21:00,8.18642466425573,7.4481662171971115,16.759842012118654,7.416134190830794,16.116954287075806,10.883800071090697,8.185830062632771,19.759616215944508,6.478774364546292
2020-06-03 23:21:20,10.265072716494874,14.941113541134388,17.790273820927833,8.297701756365413,16.116954287075806,11.678557588020308,8.913343653194124,22.3182869206796,7.294218413889986
2020-06-03 23:21:40,11.252658828133542,16.029854811786752,17.790273820927833,9.179269321900033,16.116954287075803,11.921362753944168,9.640857243755477,22.3182869206796,8.10966246323368
2020-06-03 23:22:00,12.24024493977221,16.331119059785387,17.790273820927833,10.060836887434654,16.074959897473327,11.94278190500091,10.368370834316831,21.36057106693977,8.925106512577374
2020-06-03 23:22:20,15.046234375336159,21.887811277432256,17.910221221588397,16.911148173979843,16.074959897473327,14.336027796458195,14.743570542106317,22.769611163798945,10.064947058812896
2020-06-03 23:22:40,16.186772086085355,23.50615341152228,17.910221221588397,18.34918748083681,16.074959897473327,14.880557185630026,15.055196969450629,22.769611163798945,10.912439922554192
2020-06-03 23:23:00,17.108065661237923,24.275132011350276,17.910221221588397,18.511277166038827,17.85837175693345,13.20758006310908,17.663126676199216,23.64560882211387,11.75993278629549
2020-06-03 23:23:20,15.03688482032085,23.73277777777778,16.345003659995356,19.849053655945134,18.27362346717961,15.169974454706232,20.686032537243612,22.584326318303653,17.11003217060176
2020-06-03 23:23:40,20.881812798925175,24.115723925243227,16.345003659995356,20.06664734859461,18.27362346717961,15.169974454706232,21.688807155935184,22.584326318303653,17.85942505184263
2020-06-03 23:24:00,21.80217941343288,24.115723925243227,16.345003659995356,20.214632705672773,17.66281634666743,14.535686491100344,22.60953914954794,24.109488480531265,21.18639443574349
2020-06-03 23:24:20,21.20976979640099,26.052860752542866,10.044444444444444,21.671370394535437,17.66281634666743,14.535686491100344,23.866953351722852,25.09034459257639,22.10584703732707
2020-06-03 23:24:40,20.566579707481555,26.052860752542866,15.740355565640138,21.85106533293992,17.66281634666743,14.535686491100344,23.866953351722852,25.09034459257639,22.10584703732707
2020-06-03 23:25:00,20.566579707481555,26.052860752542866,15.740355565640138,19.923071018584064,23.0234652439128,15.046673286991062,24.146371468932546,22.0763139887256,21.353339152451255
2020-06-03 23:25:20,20.879812612674343,25.00284711509592,14.730284812709124,19.923071018584064,23.0234652439128,15.046673286991062,24.146371468932546,22.0763139887256,24.227200576019897
2020-06-03 23:25:40,20.879812612674343,20.24944095979614,13.383434134026606,19.923071018584064,23.0234652439128,15.046673286991062,24.146371468932546,22.0763139887256,24.227200576019897
2020-06-03 23:26:00,20.879812612674343,20.249440959796136,13.383434134026606,12.111299976159346,19.93402920626021,16.250603158052368,18.009157198575547,22.33694816980732,27.895139833752896
2020-06-03 23:26:20,17.127446348618186,13.789503760806276,12.835407066383931,13.757727332777558,22.22502532969291,16.455367854479427,18.009157198575547,22.33694816980732,25.911967456297447
2020-06-03 23:26:40,19.083829629599474,21.252485011508494,12.835407066383931,13.757727332777558,22.22502532969291,16.455367854479427,18.009157198575547,22.33694816980732,25.911967456297447
2020-06-03 23:27:00,19.083829629599474,21.252485011508494,12.835407066383931,11.478215223396033,20.234020143506022,15.91293340016822,21.93951505087322,19.20616631570583,25.911967456297447
2020-06-03 23:27:20,19.413339014420195,20.964108208506026,13.69267250485326,15.047560897229898,20.234020143506022,15.91293340016822,20.393201670078945,19.20616631570583,21.041873575676156
2020-06-03 23:27:40,19.413339014420195,20.964108208506026,18.023559806846492,15.047560897229898,20.234020143506022,15.91293340016822,20.393201670078945,19.20616631570583,21.041873575676156
2020-06-03 23:28:00,19.413339014420195,20.96410820850603,18.023559806846492,16.815374056280028,22.58770689077386,14.717158580137342,20.387304083272088,15.874104295950904,21.00278532768858
2020-06-03 23:28:20,18.926712737821006,18.402259245246242,17.955576490643697,16.815374056280028,22.58770689077386,14.717158580137342,21.349991846360343,15.874104295950904,19.731175992783463
2020-06-03 23:28:40,19.021610375737108,20.975601805824926,17.135361839357024,16.815374056280028,22.58770689077386,14.717158580137342,21.34999184636034,15.874104295950904,19.731175992783466
2020-06-03 23:29:00,19.021610375737108,20.975601805824926,17.135361839357024,18.840884968178642,16.87468632500432,15.83390044001843,18.36155139548655,20.073750477550952,19.9276303260098
2020-06-03 23:29:20,18.42458287918169,21.06333834841389,17.32097584142926,18.840884968178642,16.87468632500432,15.83390044001843,18.36155139548655,20.073750477550952,19.9276303260098
2020-06-03 23:29:40,18.276249650060375,20.300814656663366,18.99616515458813,18.840884968178642,16.87468632500432,15.83390044001843,18.36155139548655,20.073750477550952,19.9276303260098
2020-06-03 23:30:00,18.276249650060375,20.300814656663366,18.99616515458813,19.329876472733616,18.746592118814963,13.306463556542896,22.64907411696828,21.465416128910203,20.378180485669795
2020-06-03 23:30:20,16.05613677728799,13.637619113382131,17.151952360967034,19.329876472733616,18.746592118814963,20.33479852868808,22.64907411696828,21.465416128910203,20.51756556580349
2020-06-03 23:30:40,17.747624841758537,13.637619113382131,17.151952360967034,19.329876472733616,18.746592118814966,20.33479852868808,22.649074116968276,21.465416128910203,20.51756556580349
2020-06-03 23:31:00,17.747624841758537,13.637619113382131,17.151952360967034,18.967347591324653,19.610995016878313,20.427042874342735,18.021897402773458,24.080813577769465,19.565785312598827
2020-06-03 23:31:20,18.502835385063584,12.013833264282098,12.940865442781032,21.450219427668742,20.30685168835063,23.83352248827372,18.021897402773458,23.11992077846615,20.949623825538257
2020-06-03 23:31:40,17.435963485904722,13.899745252337885,12.940865442781032,21.450219427668742,20.30685168835063,23.83352248827372,18.021897402773458,23.11992077846615,20.949623825538257
2020-06-03 23:32:00,17.435963485904722,13.899745252337885,12.94086544278103,21.02606046931408,18.19627803403849,26.115189921287065,17.134410049842558,23.288501250984094,19.964294357596568
2020-06-03 23:32:20,15.59059902694019,14.216203378971725,17.021395433267124,22.227252544424033,18.142412420695905,26.906254067293244,13.837593742440127,23.288501250984094,19.7613220419744
2020-06-03 23:32:40,15.59059902694019,18.645710867726834,17.639438519280937,22.227252544424033,18.142412420695905,26.906254067293244,13.837593742440127,23.288501250984094,19.7613220419744
2020-06-03 23:33:00,15.59059902694019,18.645710867726834,17.639438519280937,23.660473043189093,22.698292601626445,25.704330594213047,13.700544109604355,18.32982329128942,15.394046039244488
2020-06-03 23:33:20,17.52257062421124,18.645710867726834,15.827494318559838,23.660473043189093,20.5419597859614,25.704330594213047,13.700544109604355,21.83252456977325,16.14361306756773
2020-06-03 23:33:40,17.52257062421124,22.321409896550136,15.347283631380208,23.660473043189093,20.5419597859614,25.704330594213047,13.700544109604353,21.83252456977325,15.094206850447726
2020-06-03 23:34:00,17.52257062421124,22.321409896550136,15.347283631380206,23.35840054902577,17.052594559124383,20.9962771952594,10.912094237780206,21.4647213909682,13.096080245234079
2020-06-03 23:34:20,17.923641295436724,21.63933509876397,18.03261820239749,23.35840054902577,17.052594559124383,20.9962771952594,10.912094237780206,21.4647213909682,13.096080245234079
2020-06-03 23:34:40,20.400132363857512,23.987236463336913,18.03261820239749,23.35840054902577,17.052594559124383,20.9962771952594,10.912094237780206,21.4647213909682,11.625019378087343
2020-06-03 23:35:00,20.400132363857512,23.987236463336913,18.03261820239749,23.57619185685292,16.10294756977654,21.22094292170748,8.347329809404508,23.918486072429335,10.086706662658324
2020-06-03 23:35:20,20.85249065588845,24.2403150783726,17.045454545454547,23.57619185685292,16.10294756977654,21.306905654335484,10.91007601753493,23.91848607242934,10.59877401031517
2020-06-03 23:35:40,20.578969774372073,26.58126236169385,17.045454545454547,23.57619185685292,16.10294756977654,21.306905654335484,10.91007601753493,23.91848607242934,10.59877401031517
2020-06-03 23:36:00,20.578969774372073,26.58126236169385,17.045454545454547,21.605695702582526,16.321638509196347,15.792433105607742,13.807675722294091,24.046212635753047,9.134555430851726
2020-06-03 23:36:20,21.302249127008295,26.58126236169385,13.634498902000532,21.158981245803336,16.321638509196347,17.872392338660482,13.807675722294091,25.265924678631567,14.838052911561874
2020-06-03 23:36:40,21.302249127008295,24.448759474933787,13.634498902000532,21.158981245803336,16.321638509196347,17.872392338660482,13.807675722294091,25.265924678631567,14.838052911561874
2020-06-03 23:37:00,21.302249127008295,24.448759474933787,13.634498902000532,19.841511469106916,16.0431568656412,18.127760496330797,17.339858404084282,23.300514660431613,14.526804039398357
2020-06-03 23:37:20,20.0030621154252,22.800873052129333,15.005793273320966,19.841511469106916,16.62850729517396,18.30064265631276,18.754464575621796,26.3377139939262,16.463392952387725
2020-06-03 23:37:40,20.0030621154252,20.294421575104607,15.005793273320966,19.841511469106916,16.62850729517396,18.30064265631276,18.754464575621792,26.3377139939262,16.463392952387725
2020-06-03 23:38:00,20.0030621154252,20.294421575104607,15.005793273320966,22.638420155712232,14.038825140291808,16.72709294660514,21.742226839710774,22.269656534709345,14.708071781484035
2020-06-03 23:38:20,18.564714021201702,20.886825992494572,14.13194758990999,22.638420155712232,16.84883570225083,16.72709294660514,21.742226839710774,27.006012024048097,15.684603762569184
2020-06-03 23:38:40,18.564714021201702,21.426486081669438,14.13194758990999,22.638420155712232,16.84883570225083,16.72709294660514,21.742226839710774,27.006012024048097,16.32357721448781
2020-06-03 23:39:00,18.564714021201702,21.426486081669438,14.131947589909988,20.241101075701046,16.013773918034026,16.136521446493457,20.309148489849417,26.187652674780175,17.15053155076688
2020-06-03 23:39:20,19.672633817080012,15.066666666666666,16.73420599982508,20.241101075701046,16.013773918034026,16.136521446493457,21.272024065320153,24.155160810066693,20.158465387823185
2020-06-03 23:39:40,19.672633817080012,20.081172135608146,16.73420599982508,20.241101075701046,16.013773918034026,16.136521446493454,21.272024065320153,24.155160810066693,20.158465387823185
2020-06-03 23:40:00,19.672633817080012,20.081172135608146,16.73420599982508,17.67111111111111,16.521507878465528,13.702147325898856,21.952123530522474,24.02900492275632,19.561353533768408
2020-06-03 23:40:20,18.510927488080085,20.422489393249347,17.720690501513538,22.48854246813635,16.521507878465528,13.702147325898856,23.395649790431957,23.20092934151263,16.06856378095965
2020-06-03 23:40:40,18.510927488080085,19.676684724474654,17.720690501513538,22.48854246813635,16.521507878465528,13.702147325898856,23.395649790431957,23.20092934151263,16.06856378095965
2020-06-03 23:41:00,18.510927488080085,19.676684724474654,17.720690501513538,22.48854246813635,17.14717391391239,11.545234280872247,20.26452032111342,21.924472560290294,14.066193095865183
2020-06-03 23:41:20,17.052809384562494,21.316184409781407,17.704826527586388,19.997650099870757,17.14717391391239,11.545234280872247,20.26452032111342,21.924472560290294,19.08356263348427
2020-06-03 23:41:40,17.052809384562494,22.629913238081716,17.704826527586388,19.997650099870757,17.14717391391239,11.545234280872247,20.26452032111342,21.924472560290294,19.08356263348427
2020-06-03 23:42:00,17.052809384562494,22.629913238081716,17.704826527586388,16.90192762202129,19.28597095690038,10.293346945720605,21.077517314864146,20.898313007266395,23.430189558160723
2020-06-03 23:42:20,14.964398171879509,19.216217920423734,18.2913059841927,17.366065040982768,19.28597095690038,14.299768256490264,21.077517314864146,20.898313007266395,23.430189558160723
2020-06-03 23:42:40,14.964398171879509,19.216217920423734,18.2913059841927,17.366065040982768,19.28597095690038,14.29976825649026,21.077517314864146,20.898313007266395,23.430189558160723
2020-06-03 23:43:00,14.964398171879509,19.216217920423734,18.2913059841927,17.32982286992744,19.677419354838708,12.512878549274799,16.779859161216883,19.71270507049271,22.661420812549913
2020-06-03 23:43:20,8.872353053457882,19.542193372053298,17.82599481603443,17.32982286992744,20.578702140590178,19.385782689947785,18.96301586947303,20.12727926491676,22.661420812549913
2020-06-03 23:43:40,14.316976373279925,19.04030517911326,17.82599481603443,17.393215821506587,20.57870214059018,19.385782689947785,18.96301586947303,20.12727926491676,22.661420812549913
2020-06-03 23:44:00,14.316976373279925,19.04030517911326,17.82599481603443,14.872801394181472,20.8164008006308,23.499160744259132,16.722650993361448,17.901806946530666,22.927470282005867
2020-06-03 23:44:20,18.617214858187285,19.04030517911326,16.43233299870448,16.812818511546762,20.8164008006308,23.499160744259132,15.112754038295982,17.274243507267094,24.248826867798446
2020-06-03 23:44:40,18.617214858187285,21.77936346590748,17.91755937362992,14.95664131582572,20.8164008006308,23.499160744259132,15.112754038295977,17.274243507267094,24.248826867798446
2020-06-03 23:45:00,18.617214858187285,21.77936346590748,17.91755937362992,15.869560637872073,22.045532674628785,26.99189130401793,11.709468938282017,16.256293802944047,23.76050401604651
2020-06-03 23:45:20,18.365192618311777,19.125957974878837,16.578601354055223,16.219041207525773,24.169918906761012,26.007410838351092,11.709468938282017,15.020948905425097,23.76050401604651
2020-06-03 23:45:40,18.365192618311777,19.125957974878837,16.578601354055223,16.219041207525777,24.169918906761012,26.007410838351092,11.709468938282017,15.020948905425097,23.76050401604651
2020-06-03 23:46:00,18.365192618311777,19.125957974878837,16.578601354055223,16.132887591614395,24.124266248490116,27.7079673917939,8.737012548913777,10.904330807064515,24.41616896044317
2020-06-03 23:46:20,17.6927646237824,22.478262344387787,12.936110097393849,15.458390672621508,24.124266248490116,27.7079673917939,8.737012548913777,10.904330807064515,24.010138375119876

